Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,22.08,0,11.1901,0
1,19.04,0,9.04402,0
2,20.46,0,10.3908,0
3,18.24,0,9.56942,0
4,20.16,0,11.1123,0
5,17.48,0,9.46797,0
6,16.56,0,7.07153,0
7,17.66,0,7.1446,0
8,16.76,0,8.05228,0
9,18.36,0,8.6065,0
10,17.84,0,11.6205,0
11,19.98,0,10.346,0
12,16.04,0,7.45588,0
13,17.04,0,10.2975,0
14,15.66,0,7.24389,0
15,17.82,0,8.49175,0
16,20.58,0,11.2777,0
17,18.84,0,12.2597,0
18,19.64,0,9.62726,0
19,19.14,0,9.08915,0
20,19.04,0,10.5675,0
21,20.24,0,13.1437,0
22,20.46,0,11.4075,0
23,16.5,0,6.78609,0
24,17.2,0,8.87096,0
25,16.9,0,6.4468,0
26,17.56,0,7.86145,0
27,17.46,0,8.493,0
28,18.62,0,8.47298,0
29,19.94,0,12.9779,0
30,16.54,0,6.73768,0
31,15.68,0,6.73838,0
32,17.78,0,10.5275,0
33,16.7,0,8.23197,0
34,16.32,0,7.74449,0
35,16.2,0,6.84225,0
36,14.24,0,5.69482,0
37,14.98,0,6.60702,0
38,16.06,0,5.61852,0
39,14.8,0,6.91346,0
40,15.82,0,6.64152,0
41,15.12,0,8.35352,0
42,13.26,0,4.86894,0
43,13.76,0,4.92623,0
44,13.34,0,4.03864,0
45,13.52,0,4.73045,0
46,13.04,0,4.45824,0
47,13.44,0,5.59577,0
48,13.06,0,5.00779,0
49,12.04,0,2.92742,0
