Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-1215.1,0,176.421
1,0,-567.1,0,173.641
2,0,-389.1,0,200.868
3,0,-400.67,0,327.306
4,0,-363.55,0,437.147
5,0,-438.31,0,599.19
6,0,-491.26,0,715.047
7,0,-389.01,0,629.244
8,0,-437.54,0,666.039
9,0,-388.93,0,669.054
10,0,-358.73,0,654.038
11,0,-308.77,0,602.499
12,0,-231.73,0,387.137
13,0,-254.57,0,539.064
14,0,-179.76,0,220.359
15,0,-148.17,0,22.6551
16,0,-147.47,0,22.927
17,0,-148.8,0,22.9448
18,0,-149.06,0,18.9544
19,0,-149.97,0,20.2162
20,0,-158.12,0,106.841
21,0,-152.54,0,24.6341
22,0,-151.19,0,23.1485
23,0,-156.15,0,23.8968
24,0,-152.06,0,24.5364
25,0,-154.28,0,24.6978
26,0,-158.24,0,26.9605
27,0,-157.05,0,27.1142
28,0,-153.9,0,18.6853
29,0,-157.23,0,24.102
30,0,-161.71,0,26.3398
31,0,-161.63,0,21.9166
32,0,-159.84,0,20.9611
33,0,-159.79,0,19.5465
34,0,-165.84,0,28.1356
35,0,-167.25,0,26.8258
36,0,-174.14,0,29.4831
37,0,-169.4,0,28.4335
38,0,-171.46,0,27.482
39,0,-175.4,0,29.6536
