Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,21.58,0,12.3257
1,0,18.54,0,10.7972
2,0,18.44,0,13.0949
3,0,15.78,0,9.39885
4,0,14.92,0,7.79021
5,0,15.04,0,7.39266
6,0,15.08,0,9.69923
7,0,16.66,0,11.7917
8,0,15.24,0,9.9541
9,0,15.44,0,8.04366
10,0,15.72,0,9.18304
11,0,16.96,0,8.89384
12,0,16.96,0,12.1251
13,0,18.5,0,14.2474
14,0,14.02,0,7.85712
15,0,16.2,0,11.4713
16,0,15.78,0,9.65378
17,0,17.04,0,12.0271
18,0,18.76,0,15.4861
19,0,16.16,0,10.5024
20,0,18.06,0,15.0515
21,0,18.6,0,14.3598
22,0,16.1,0,8.75109
23,0,15.68,0,9.80512
24,0,16.4,0,10.1298
25,0,16.14,0,11.2794
26,0,15.9,0,9.20348
27,0,17,0,9.53404
28,0,17.2,0,9.67429
29,0,17.02,0,10.8166
30,0,14.1,0,7.54375
31,0,14.76,0,11.3129
32,0,15.62,0,8.77587
33,0,15.38,0,7.6928
34,0,17.22,0,12.2596
35,0,14.72,0,5.84507
36,0,15.42,0,8.48309
37,0,14.06,0,7.00848
38,0,14.02,0,9.13725
39,0,14.54,0,9.28508
40,0,14.3,0,7.48672
41,0,14.86,0,8.3593
42,0,15.16,0,10.8315
43,0,16.02,0,10.0295
44,0,16,0,11.8958
45,0,15.96,0,8.43211
46,0,15.52,0,10.784
47,0,14.92,0,7.28106
48,0,16.32,0,10.0315
49,0,13.96,0,7.1741
