Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-57.418,0,16.1174
1,0,-65.348,0,90.9267
2,0,-36.401,0,65.4837
3,0,-24.475,0,51.759
4,0,-25.709,0,47.9851
5,0,-22.845,0,52.8779
6,0,-15.436,0,34.453
7,0,-13.186,0,25.126
8,0,-11.445,0,15.2973
9,0,-12.763,0,23.0554
10,0,-9.457,0,13.4174
11,0,-10.114,0,13.2988
12,0,-9.89,0,19.0544
13,0,-14.361,0,36.9532
14,0,-10.684,0,13.6731
15,0,-15.23,0,42.631
16,0,-9.475,0,15.2486
17,0,-11.87,0,35.6542
18,0,-11.817,0,31.6894
19,0,-16.795,0,47.0742
20,0,-12.363,0,25.2479
21,0,-10.112,0,25.7531
22,0,-10.855,0,20.4975
23,0,-8.85,0,10.8679
24,0,-8.324,0,10.9348
25,0,-8.817,0,13.3846
26,0,-12.275,0,31.7746
27,0,-10.803,0,30.1441
28,0,-8.875,0,12.4473
29,0,-8.171,0,16.1215
30,0,-9.892,0,30.6729
31,0,-7.881,0,10.1443
32,0,-7.589,0,10.693
33,0,-7.019,0,9.9885
34,0,-11.565,0,33.311
35,0,-7.897,0,12.268
36,0,-10.936,0,31.1157
37,0,-11.396,0,30.8124
38,0,-8.994,0,15.3096
39,0,-6.754,0,8.07457
40,0,-9.259,0,26.9601
41,0,-7.604,0,19.9057
42,0,-7.851,0,21.511
43,0,-6.405,0,9.15067
44,0,-10.341,0,24.6776
45,0,-6.918,0,9.25689
46,0,-10.413,0,25.1062
47,0,-6.768,0,10.4802
48,0,-7.853,0,16.8323
49,0,-7.002,0,13.4811
50,0,-6.411,0,9.25277
51,0,-5.993,0,8.71306
52,0,-7.078,0,9.62032
53,0,-9.167,0,15.3122
54,0,-6.265,0,8.46167
55,0,-6.166,0,7.65252
56,0,-7.723,0,11.1052
57,0,-10.743,0,31.9828
58,0,-6.393,0,9.66289
59,0,-9.828,0,20.7691
60,0,-7.659,0,13.8737
61,0,-7.501,0,18.0018
62,0,-6.456,0,8.28055
63,0,-5.566,0,6.70666
64,0,-6.836,0,9.30242
65,0,-4.186,0,5.61385
66,0,-5.501,0,8.13174
67,0,-5.359,0,7.69918
68,0,-6.221,0,8.4416
69,0,-7.621,0,13.3015
70,0,-7.745,0,10.8161
71,0,-11.89,0,42.1223
72,0,-7.014,0,14.299
73,0,-6.768,0,9.97227
74,0,-6.538,0,9.12071
75,0,-6.209,0,7.89568
76,0,-7.462,0,12.2134
77,0,-5.811,0,6.06567
78,0,-8.705,0,30.2338
79,0,-8.082,0,17.0111
80,0,-6.147,0,8.64491
81,0,-8.485,0,30.6156
82,0,-6.784,0,9.42299
83,0,-6.179,0,8.88365
84,0,-6.765,0,12.2673
85,0,-9.551,0,31.0903
86,0,-7.367,0,12.8974
87,0,-9.241,0,26.3167
88,0,-6.398,0,11.24
89,0,-5.539,0,7.66678
90,0,-6.412,0,15.1438
91,0,-7.772,0,12.5135
92,0,-7.694,0,18.4316
93,0,-6.835,0,10.5668
94,0,-5.252,0,6.48193
95,0,-6.892,0,16.1806
96,0,-5.465,0,8.10467
97,0,-6.195,0,9.84663
98,0,-9.537,0,31.5953
99,0,-7.57,0,20.7492
