Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,18.98,0,12.9323,0
1,18.02,0,12.7415,0
2,25.5,0,23.579,0
3,21.26,0,14.1952,0
4,25.68,0,19.9729,0
5,23.58,0,19.5282,0
6,28.9,0,24.0435,0
7,25.46,0,12.9539,0
8,25.34,0,19.5841,0
9,26.52,0,19.1697,0
10,25.4,0,24.7551,0
11,27.06,0,19.0053,0
12,30.24,0,26.6524,0
13,27.3,0,20.0084,0
14,21.28,0,16.0357,0
15,24.3,0,14.9287,0
16,24.48,0,18.9492,0
17,30.5,0,27.6784,0
18,28.62,0,25.0843,0
19,23.56,0,17.9843,0
20,20.88,0,13.5852,0
21,21.26,0,10.8116,0
22,24.74,0,22.2736,0
23,26.16,0,20.4823,0
24,20.72,0,14.0466,0
25,21.68,0,13.9744,0
26,20.74,0,11.4193,0
27,23.28,0,15.7455,0
28,24.94,0,20.2569,0
29,23.16,0,16.2573,0
30,29.7,0,28.9533,0
31,25.66,0,16.3465,0
32,23.78,0,18.1898,0
33,25.9,0,25.4344,0
34,22.04,0,15.1307,0
35,22.22,0,13.55,0
36,21.12,0,12.0486,0
37,26.42,0,23.6031,0
38,28.88,0,21.9932,0
39,24.4,0,15.8346,0
40,22.4,0,17.3252,0
41,22.7,0,15.8735,0
42,24.5,0,13.9624,0
43,25.88,0,18.3844,0
44,27,0,23.8815,0
45,19.88,0,15.0097,0
46,24.14,0,14.3143,0
47,25.76,0,17.9927,0
48,21,0,15.6909,0
49,22.42,0,15.2424,0
