Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9,0,0,0
1,9,0,0,0
2,9,0,0,0
3,9,0,0,0
4,9,0,0,0
5,9,0,0,0
6,9,0,0,0
7,9,0,0,0
8,9,0,0,0
9,9,0,0,0
10,9,0,0,0
11,9,0,0,0
12,9,0,0,0
13,9,0,0,0
14,9,0,0,0
15,9,0,0,0
16,9,0,0,0
17,9,0,0,0
18,9,0,0,0
19,10,0,0,0
20,10,0,0,0
21,13,0,0,0
22,13,0,0,0
23,13,0,0,0
24,13,0,0,0
25,12,0,0,0
26,12,0,0,0
27,12,0,0,0
28,20,0,0,0
29,18,0,0,0
30,33,0,0,0
31,16,0,0,0
32,28,0,0,0
33,33,0,0,0
34,34,0,0,0
35,35,0,0,0
36,13,0,0,0
37,12,0,0,0
38,11,0,0,0
39,11,0,0,0
40,11,0,0,0
41,15,0,0,0
42,19,0,0,0
43,66,0,0,0
44,134,0,0,0
45,16,0,0,0
46,73,0,0,0
47,23,0,0,0
48,110,0,0,0
49,46,0,0,0
