Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-36.951,0,6.43972
1,0,-43.838,0,56.2722
2,0,-23.837,0,33.3788
3,0,-20.319,0,35.0493
4,0,-18.555,0,33.1164
5,0,-13.177,0,14.3202
6,0,-12.002,0,12.6331
7,0,-11.836,0,16.7644
8,0,-10.304,0,12.0395
9,0,-10.623,0,16.1025
10,0,-7.976,0,9.38417
11,0,-6.692,0,8.32104
12,0,-7.088,0,8.9405
13,0,-10.935,0,21.5221
14,0,-6.674,0,5.91527
15,0,-7.556,0,10.0597
16,0,-6.855,0,7.99006
17,0,-6.105,0,11.9253
18,0,-6.111,0,9.2041
19,0,-7.381,0,15.8969
20,0,-7.742,0,12.0343
21,0,-6.526,0,10.1309
22,0,-7.884,0,18.2181
23,0,-8.531,0,30.3628
24,0,-5.047,0,5.40623
25,0,-4.896,0,8.40499
26,0,-5.386,0,6.55898
27,0,-6.934,0,9.25638
28,0,-5.886,0,7.63636
29,0,-7.703,0,30.0666
30,0,-4.558,0,5.91479
31,0,-4.539,0,7.06619
32,0,-3.758,0,5.21168
33,0,-5.098,0,7.34213
34,0,-5.048,0,6.20006
35,0,-4.532,0,7.41424
36,0,-5.701,0,8.23655
37,0,-5.354,0,6.63083
38,0,-4.023,0,4.91711
39,0,-4.377,0,5.94753
40,0,-5.165,0,7.97798
41,0,-5.282,0,7.99037
42,0,-5.724,0,7.64985
43,0,-5.179,0,7.49313
44,0,-6.931,0,15.4396
45,0,-6.269,0,14.0577
46,0,-5.079,0,6.8349
47,0,-4.901,0,7.18367
48,0,-4.523,0,5.60742
49,0,-5.49,0,9.28504
50,0,-4.192,0,6.01723
51,0,-6.684,0,20.5933
52,0,-6.279,0,7.40943
53,0,-6.168,0,15.3089
54,0,-4.96,0,6.16397
55,0,-4.783,0,6.08097
56,0,-4.411,0,5.89759
57,0,-5.468,0,9.62315
58,0,-5.38,0,7.80145
59,0,-6.361,0,10.7713
60,0,-6.164,0,11.7594
61,0,-5.191,0,9.9739
62,0,-6.16,0,10.3933
63,0,-6.365,0,9.92376
64,0,-4.278,0,4.99158
65,0,-5.055,0,9.50783
66,0,-5.289,0,8.35007
67,0,-4.894,0,5.7656
68,0,-6.839,0,21.9419
69,0,-5.747,0,9.81597
70,0,-4.914,0,7.50979
71,0,-10.042,0,29.6915
72,0,-5.584,0,6.60452
73,0,-5.975,0,14.0003
74,0,-7.41,0,15.7815
75,0,-8.674,0,25.4774
76,0,-5.712,0,7.3114
77,0,-7.25,0,9.46445
78,0,-10.115,0,29.6027
79,0,-6.614,0,10.1474
80,0,-7.78,0,11.3788
81,0,-8.168,0,17.3829
82,0,-5.974,0,9.20956
83,0,-7.842,0,16.1236
84,0,-7.107,0,10.1007
85,0,-6.91,0,15.476
86,0,-6.541,0,10.3808
87,0,-10.317,0,32.8773
88,0,-6.329,0,10.4355
89,0,-7.35,0,13.3049
90,0,-8.327,0,15.4449
91,0,-6.497,0,8.98664
92,0,-10.036,0,18.4503
93,0,-7.712,0,19.1753
94,0,-6.632,0,8.12553
95,0,-9.862,0,31.0033
96,0,-9.153,0,14.5007
97,0,-9.663,0,24.4458
98,0,-5.744,0,9.47736
99,0,-9.392,0,28.9554
