Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9,0,0,0
1,9,0,0,0
2,9,0,0,0
3,9,0,0,0
4,9,0,0,0
5,10,0,0,0
6,10,0,0,0
7,10,0,0,0
8,10,0,0,0
9,10,0,0,0
10,10,0,0,0
11,26,0,0,0
12,9,0,0,0
13,9,0,0,0
14,9,0,0,0
15,9,0,0,0
16,29.04,0,141.704,0
17,9,0,0,0
18,9.02,0,0.141421,0
19,11.04,0,7.35391,0
20,725.1,0,101.699,0
21,32.74,0,98.0915,0
22,129.38,0,31.792,0
23,35.42,0,142.657,0
24,32.82,0,118.806,0
25,18.7,0,42.2327,0
26,17.4,0,38.0054,0
27,54.34,0,20.4147,0
28,14.48,0,13.1711,0
29,13.32,0,15.0746,0
30,14.84,0,25.4802,0
31,10.84,0,2.48555,0
32,22.62,0,3.45756,0
33,21.7,0,3.55855,0
34,25.16,0,12.6077,0
35,47.16,0,13.1465,0
36,127.04,0,48.1625,0
37,51.34,0,24.5528,0
38,112.54,0,43.3322,0
39,117.3,0,41.7902,0
40,39.78,0,25.0846,0
41,96.5,0,32.2327,0
42,92.64,0,29.1952,0
43,106.18,0,36.4236,0
44,94.44,0,33.0326,0
45,107.5,0,34.7212,0
46,38.82,0,25.877,0
47,97.18,0,34.6603,0
48,48.86,0,34.1659,0
49,91.8,0,29.9891,0
