Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-204.16,0,91.0265
1,0,-96.64,0,65.9152
2,0,-77.42,0,39.0333
3,0,-55.13,0,28.0849
4,0,-47.46,0,20.6566
5,0,-44.53,0,22.8714
6,0,-38.93,0,14.3374
7,0,-36.92,0,12.6672
8,0,-35.24,0,12.638
9,0,-32.55,0,9.38769
10,0,-30.12,0,7.79702
11,0,-30.46,0,8.07718
12,0,-28.37,0,7.76896
13,0,-25.57,0,5.01766
14,0,-24.09,0,3.9289
15,0,-21.94,0,2.80627
16,0,-20.29,0,2.40494
17,0,-18.78,0,2.12051
18,0,-17.04,0,2.39916
19,0,-15.82,0,2.57564
