Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,19.12,0,11.5328
1,0,9,0,0
2,0,9,0,0
3,0,9,0,0
4,0,9.56,0,0.501427
5,0,9,0,0
6,0,12.2,0,2.50713
7,0,9,0,0
8,0,11.64,0,3.00856
9,0,9,0,0
10,0,11.8,0,2.50713
11,0,31,0,20.7207
12,0,9,0,0
13,0,90,0,75.5186
14,0,12.12,0,14.8635
15,0,12.02,0,4.34478
16,0,9.12,0,0.627271
17,0,22.8,0,9.58741
18,0,9.4,0,0.494872
19,0,10.6,0,1.97949
20,0,54.2,0,55.9205
21,0,9.04,0,0.282843
22,0,9.56,0,0.501427
23,0,22.68,0,12.44
24,0,11.08,0,6.9864
25,0,28.54,0,118.569
26,0,11.8,0,3.4641
27,0,13.36,0,3.99367
28,0,62.88,0,51.8446
29,0,9.82,0,5.79828
30,0,10.8,0,12.7279
31,0,9,0,0
32,0,9.08,0,0.565685
33,0,9.4,0,0.494872
34,0,17.88,0,31.3659
35,0,10.94,0,10.8429
36,0,10.28,0,1.48516
37,0,11.68,0,2.97911
38,0,11.88,0,3.44425
39,0,63.38,0,43.9261
40,0,48.9,0,48.105
41,0,9.34,0,1.28746
42,0,28.64,0,43.0291
43,0,9.02,0,0.141421
44,0,9.28,0,1.40029
45,0,11.48,0,13.7948
46,0,13.14,0,19.7008
47,0,22.1,0,12.943
48,0,22.8,0,22.2243
49,0,10.08,0,6.68181
