Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9.3,0,0.614452,0
1,9.32,0,0.683329,0
2,9.2,0,0.534522,0
3,9.26,0,0.632778,0
4,9.14,0,0.534904,0
5,9.1,0,0.364216,0
6,10.3,0,5.75432,0
7,9.62,0,1.70102,0
8,9.94,0,3.8141,0
9,10.56,0,7.72264,0
10,10.62,0,4.74187,0
11,15.3,0,25.8246,0
12,30.46,0,64.2353,0
13,31.92,0,63.3313,0
14,22.54,0,38.9208,0
15,20.76,0,27.797,0
16,31.58,0,51.6417,0
17,46.38,0,75.4231,0
18,59.82,0,81.5257,0
19,56.88,0,72.8077,0
20,48.54,0,68.8453,0
21,60.04,0,72.7585,0
22,52.96,0,69.1186,0
23,55.96,0,63.379,0
24,41.34,0,49.9864,0
25,39.2,0,44.4178,0
26,55.96,0,58.1785,0
27,56.46,0,65.4068,0
28,43.18,0,37.8729,0
29,42.78,0,40.4315,0
30,44.86,0,41.9154,0
31,48.32,0,44.9187,0
32,55.24,0,45.1309,0
33,52.38,0,39.173,0
34,53.84,0,49.0952,0
35,51.62,0,34.6733,0
36,52.64,0,36.5423,0
37,48.4,0,31.0464,0
38,50.88,0,36.9427,0
39,53.46,0,33.0906,0
40,47.64,0,29.0985,0
41,56.22,0,36.2949,0
42,48.94,0,28.1116,0
43,45.94,0,26.9394,0
44,47.24,0,29.4054,0
45,49.52,0,30.854,0
46,47.32,0,28.3372,0
47,55.32,0,36.8518,0
48,44.64,0,31.7508,0
49,49.3,0,37.6928,0
