Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9,0,0,0
1,9,0,0,0
2,9,0,0,0
3,9,0,0,0
4,10,0,0,0
5,9,0,0,0
6,23,0,0,0
7,9,0,0,0
8,9,0,0,0
9,9,0,0,0
10,9,0,0,0
11,9,0,0,0
12,10,0,0,0
13,9,0,0,0
14,18.1,0,0.707107,0
15,9.32,0,2.26274,0
16,12.48,0,17.25,0
17,11.72,0,19.2333,0
18,11.9,0,0.505076,0
19,9.96,0,0.197949,0
20,9,0,0,0
21,36.84,0,5.74051,0
22,9.14,0,0.989949,0
23,9,0,0,0
24,25.16,0,105.621,0
25,21.5,0,2.47642,0
26,9.98,0,0.141421,0
27,970.96,0,198.147,0
28,9,0,0,0
29,9.64,0,1.04511,0
30,9.2,0,0.903508,0
31,10.44,0,1.54074,0
32,9.56,0,0.611455,0
33,9.56,0,2.85829,0
34,10.72,0,9.38309,0
35,9.38,0,2.54663,0
36,9.06,0,0.239898,0
37,9.5,0,2.45157,0
38,9.8,0,2.25877,0
39,10.86,0,3.8066,0
40,9.68,0,3.20993,0
41,10.96,0,6.05404,0
42,10.24,0,3.31699,0
43,10.04,0,2.67993,0
44,12.6,0,12.2374,0
45,9.62,0,3.69163,0
46,9.38,0,1.41263,0
47,11.32,0,13.5171,0
48,12.1,0,15.7081,0
49,10.48,0,9.04691,0
