Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9,0,0,0
1,9,0,0,0
2,1011,0,0,0
3,9.36,0,1.22491,0
4,22.32,0,5.9331,0
5,29.04,0,141.704,0
6,9.1,0,0.707107,0
7,16.38,0,3.49279,0
8,9,0,0,0
9,9,0,0,0
10,9,0,0,0
11,9,0,0,0
12,9,0,0,0
13,9.02,0,0.141421,0
14,9,0,0,0
15,9.02,0,0.141421,0
16,9,0,0,0
17,9,0,0,0
18,9,0,0,0
19,9.1,0,0.707107,0
20,9,0,0,0
21,9,0,0,0
22,9,0,0,0
23,9,0,0,0
24,9,0,0,0
25,29.04,0,141.704,0
26,9,0,0,0
27,9.02,0,0.141421,0
28,9.04,0,0.197949,0
29,9,0,0,0
30,9,0,0,0
31,9,0,0,0
32,9,0,0,0
33,9,0,0,0
34,9,0,0,0
35,9.02,0,0.141421,0
36,9.14,0,0.756199,0
37,9.1,0,0.580288,0
38,9,0,0,0
39,9.8,0,0.404061,0
40,17.82,0,4.40635,0
41,13.82,0,2.38781,0
42,50.22,0,37.7009,0
43,9.38,0,0.490314,0
44,46.9,0,39.5274,0
45,46,0,42.0845,0
46,34,0,27.7599,0
47,16.58,0,7.61601,0
48,10.16,0,0.710274,0
49,53.88,0,49.9933,0
