Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-1780.05,0,252.742
1,0,-1152.94,0,564.77
2,0,-907.75,0,632.228
3,0,-622.3,0,769.474
4,0,-444.29,0,594.441
5,0,-345.9,0,310.331
6,0,-311.61,0,378.285
7,0,-253.98,0,338.906
8,0,-259.77,0,303.19
9,0,-219.87,0,158.431
10,0,-187.84,0,49.1669
11,0,-188.5,0,52.1965
12,0,-183.81,0,40.988
13,0,-179.82,0,41.1215
14,0,-178.03,0,35.6924
15,0,-176.57,0,34.1098
16,0,-181.35,0,37.2733
17,0,-180.04,0,34.2386
18,0,-178.15,0,38.5537
19,0,-173.08,0,30.0416
20,0,-174.28,0,31.7048
21,0,-175.13,0,29.8591
22,0,-171.15,0,29.1542
23,0,-170.23,0,28.9105
24,0,-175.56,0,32.6584
25,0,-172.19,0,31.5946
26,0,-173.22,0,26.991
27,0,-172.79,0,28.7241
28,0,-171.91,0,29.4169
29,0,-173.61,0,31.4719
30,0,-169.02,0,33.3669
31,0,-170.28,0,34.1958
32,0,-174.37,0,31.6941
33,0,-180.26,0,33.0117
34,0,-171.17,0,34.1284
35,0,-166.55,0,28.7309
36,0,-169.95,0,32.2181
37,0,-176.36,0,32.4272
38,0,-172.05,0,29.2307
39,0,-171.53,0,36.0906
