Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,18.12,0,8.86322,0
1,15.86,0,9.74996,0
2,18.24,0,10.5551,0
3,15.4,0,8.9807,0
4,18.98,0,10.219,0
5,17.24,0,9.81785,0
6,15.96,0,8.61171,0
7,16.18,0,8.29726,0
8,20.06,0,13.3957,0
9,16.34,0,7.09587,0
10,17.48,0,9.63675,0
11,16.34,0,8.20057,0
12,16.88,0,7.09596,0
13,14.78,0,6.59093,0
14,17.34,0,9.30352,0
15,15.88,0,6.85012,0
16,15.62,0,5.229,0
17,16.38,0,7.72985,0
18,17.14,0,8.15415,0
19,17.72,0,11.3696,0
20,16.56,0,8.68534,0
21,18.3,0,8.47866,0
22,18.64,0,10.3505,0
23,16.96,0,11.1373,0
24,15.44,0,6.59672,0
25,17.26,0,10.5382,0
26,18.9,0,12.5832,0
27,14.96,0,5.4209,0
28,17.9,0,9.29615,0
29,15.82,0,8.78006,0
30,16.06,0,8.40168,0
31,13.12,0,5.39327,0
32,16.4,0,6.45234,0
33,18.42,0,10.7705,0
34,17.34,0,7.72911,0
35,15.7,0,8.15976,0
36,17.36,0,9.21126,0
37,15.66,0,7.31398,0
38,18.56,0,11.9662,0
39,19.14,0,10.4667,0
40,16.82,0,9.10189,0
41,15.84,0,6.55077,0
42,16.9,0,10.2961,0
43,17.84,0,10.1446,0
44,16.68,0,8.16273,0
45,17.88,0,10.4523,0
46,19.64,0,11.4727,0
47,15.88,0,11.492,0
48,19.64,0,11.5578,0
49,17.5,0,8.0869,0
