Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,25.14,0,16.8644
1,0,26.6,0,23.28
2,0,45.22,0,64.8081
3,0,57.98,0,77.0877
4,0,38.94,0,39.2103
5,0,59.14,0,81.2467
6,0,58.4,0,87.507
7,0,47.04,0,62.8948
8,0,74.84,0,97.8836
9,0,54.34,0,49.263
10,0,61.54,0,62.0083
11,0,84.44,0,96.8506
12,0,46.38,0,47.4216
13,0,62.44,0,83.5262
14,0,56.14,0,58.3767
15,0,65.38,0,67.9687
16,0,66.96,0,61.6455
17,0,55.22,0,66.4257
18,0,60.98,0,68.0088
19,0,54.36,0,63.014
20,0,65.84,0,71.3343
21,0,65.84,0,67.8622
22,0,65.3,0,83.0673
23,0,89.54,0,95.13
24,0,68.44,0,67.6959
25,0,57.24,0,70.3581
26,0,56.04,0,66.659
27,0,63.74,0,61.696
28,0,61.96,0,92.4039
29,0,56.06,0,71.2845
30,0,78.5,0,105.28
31,0,55.28,0,52.9794
32,0,47.54,0,55.7565
33,0,66.96,0,77.3328
34,0,55.74,0,65.3864
35,0,67.68,0,71.8759
36,0,54.26,0,76.2584
37,0,56.44,0,68.4559
38,0,78.42,0,98.6265
39,0,82.76,0,115.312
40,0,51.1,0,57.5869
41,0,53.9,0,57.204
42,0,65.76,0,79.1353
43,0,62.14,0,72.7551
44,0,48.7,0,50.5727
45,0,64.52,0,68.6833
46,0,39.86,0,47.4178
47,0,46.42,0,54.5565
48,0,58.2,0,68.7308
49,0,46.72,0,60.9952
