Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,19.12,0,11.5328
1,0,9,0,0
2,0,9,0,0
3,0,9,0,0
4,0,9.56,0,0.501427
5,0,9,0,0
6,0,12.2,0,2.50713
7,0,9,0,0
8,0,11.64,0,3.00856
9,0,9,0,0
10,0,11.8,0,2.50713
11,0,31.48,0,21.0599
12,0,9,0,0
13,0,93,0,75.214
14,0,9.56,0,0.501427
15,0,11.64,0,3.00856
16,0,9,0,0
17,0,23.36,0,9.5271
18,0,9.44,0,0.501427
19,0,10.76,0,2.00571
20,0,58.72,0,56.6612
21,0,9,0,0
22,0,9.56,0,0.501427
23,0,23,0,12.5357
24,0,10.12,0,1.00285
25,0,11.8,0,2.50713
26,0,12.08,0,3.50999
27,0,13.48,0,4.01141
28,0,66.68,0,51.9177
29,0,9.82,0,5.79828
30,0,9,0,0
31,0,9,0,0
32,0,9.08,0,0.565685
33,0,9.44,0,0.501427
34,0,18.3,0,31.3201
35,0,10.98,0,10.8374
36,0,10.38,0,1.51037
37,0,11.32,0,2.15179
38,0,12.22,0,3.5242
39,0,68.04,0,43.1764
40,0,52.74,0,48.7663
41,0,9.22,0,1.29819
42,0,19.68,0,11.7098
43,0,9,0,0
44,0,9,0,0
45,0,9.78,0,1.5687
46,0,11.04,0,13.4513
47,0,22.52,0,13.1215
48,0,18.84,0,1.93106
49,0,11.76,0,18.6696
