Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,14.98,0,8.98863
1,0,10.16,0,1.67039
2,0,10,0,1.2289
3,0,9.9,0,1.18235
4,0,9.98,0,1.46371
5,0,9.8,0,1.14286
6,0,31.44,0,141.863
7,0,29.9,0,141.585
8,0,10.68,0,2.62981
9,0,14.14,0,17.2213
10,0,79.04,0,246.097
11,0,25.66,0,106.892
12,0,71.44,0,239.874
13,0,65.94,0,208.615
14,0,68.56,0,214.888
15,0,136.48,0,327.922
16,0,136.94,0,329.186
17,0,191.34,0,387.955
18,0,174.78,0,360.84
19,0,136.76,0,322.259
20,0,214.24,0,361.852
21,0,344.74,0,455.843
22,0,176.44,0,351.791
23,0,242.04,0,399.822
24,0,346.4,0,463.823
25,0,301,0,451.562
26,0,279.9,0,426.234
27,0,364.82,0,444.652
28,0,370.84,0,484.997
29,0,309.6,0,441.686
30,0,367.88,0,466.398
31,0,525.38,0,483.595
32,0,526.48,0,495.961
33,0,410.64,0,480.194
34,0,348.7,0,464.682
35,0,537.42,0,495.859
36,0,313.7,0,461.575
37,0,450.64,0,501.75
38,0,300.66,0,450.642
39,0,435.36,0,491.7
40,0,448.96,0,497
41,0,318.86,0,448.318
42,0,403.34,0,483.83
43,0,471.42,0,495.875
44,0,438.3,0,494.497
45,0,373.82,0,474.158
46,0,505.32,0,500.041
47,0,452.76,0,498.813
48,0,371.44,0,484.552
49,0,587.82,0,496.168
